name,date,y
Submit Patch,13/05/2011,18
Submit Patch,14/05/2011,6
Submit Patch,15/05/2011,4
Submit Patch,16/05/2011,29
Submit Patch,17/05/2011,43
Submit Patch,18/05/2011,58
Submit Patch,19/05/2011,44
Submit Patch,20/05/2011,44
Submit Patch,21/05/2011,0
Submit Patch,22/05/2011,11
Submit Patch,23/05/2011,22
Submit Patch,24/05/2011,41
Submit Patch,25/05/2011,39
Submit Patch,26/05/2011,45
Submit Patch,27/05/2011,55
Submit Patch,28/05/2011,3
Submit Patch,29/05/2011,3
Submit Patch,30/05/2011,7
Submit Patch,31/05/2011,30
Submit Patch,01/06/2011,138
Submit Patch,02/06/2011,44
Submit Patch,03/06/2011,34
Submit Patch,04/06/2011,15
Submit Patch,05/06/2011,24
Submit Patch,06/06/2011,112
Submit Patch,07/06/2011,51
Submit Patch,08/06/2011,36
Submit Patch,09/06/2011,118
Submit Patch,10/06/2011,65
Submit Patch,11/06/2011,0
Submit Patch,12/06/2011,4
Submit Patch,13/06/2011,39
Submit Patch,14/06/2011,25
Submit Patch,15/06/2011,61
Submit Patch,16/06/2011,38
Submit Patch,17/06/2011,72
Submit Patch,18/06/2011,8
Submit Patch,19/06/2011,10
Submit Patch,20/06/2011,64
Submit Patch,21/06/2011,59
Submit Patch,22/06/2011,72
Submit Patch,23/06/2011,60
Submit Patch,24/06/2011,45
Submit Patch,25/06/2011,44
Submit Patch,26/06/2011,9
Submit Patch,27/06/2011,71
Submit Patch,28/06/2011,35
Submit Patch,29/06/2011,66
Submit Patch,30/06/2011,63
Submit Patch,01/07/2011,47
Submit Patch,02/07/2011,2
Submit Patch,03/07/2011,42
Submit Patch,04/07/2011,9
Submit Patch,05/07/2011,54
Submit Patch,06/07/2011,9
Submit Patch,11/01/2012,5
Submit Patch,12/01/2012,20
Submit Patch,13/01/2012,54
Submit Patch,14/01/2012,6
Submit Patch,15/01/2012,1
Submit Patch,16/01/2012,16
Submit Patch,17/01/2012,28
Submit Patch,18/01/2012,58
Submit Patch,19/01/2012,27
Submit Patch,20/01/2012,20
Submit Patch,21/01/2012,0
Submit Patch,22/01/2012,4
Submit Patch,23/01/2012,31
Submit Patch,24/01/2012,23
Submit Patch,25/01/2012,10
Submit Patch,26/01/2012,11
Submit Patch,27/01/2012,7
Submit Patch,28/01/2012,0
Merged,21/10/2008,7
Merged,22/10/2008,4
Merged,23/10/2008,6
Merged,24/10/2008,3
Merged,25/10/2008,2
Merged,26/10/2008,0
Merged,27/10/2008,4
Merged,28/10/2008,4
Merged,29/10/2008,4
Merged,30/10/2008,3
Merged,31/10/2008,2
Merged,01/11/2008,1
Merged,02/11/2008,0
Merged,03/11/2008,5
Merged,04/11/2008,5
Merged,05/11/2008,3
Merged,06/11/2008,1
Merged,07/11/2008,0
Merged,08/11/2008,0
Merged,09/11/2008,0
Merged,10/11/2008,1
Merged,11/11/2008,1
Merged,12/11/2008,9
Merged,13/11/2008,0
Merged,14/11/2008,2
Merged,15/11/2008,0
Merged,16/11/2008,0
Merged,17/11/2008,0
Merged,18/11/2008,6
Merged,19/11/2008,1
Merged,20/11/2008,0
Merged,21/11/2008,0
Merged,22/11/2008,1
Merged,23/11/2008,2
Merged,24/11/2008,4
Merged,25/11/2008,1
Merged,26/11/2008,1
Merged,27/11/2008,0
Merged,28/11/2008,0
Merged,29/11/2008,0
Merged,30/11/2008,0
Merged,01/12/2008,1
Merged,02/12/2008,3
Merged,03/12/2008,5
Merged,04/12/2008,3
Merged,05/12/2008,5
Merged,07/12/2008,0
Merged,08/12/2008,4
Merged,09/12/2008,2
Merged,10/12/2008,0
Merged,11/12/2008,0
Merged,12/12/2008,0
Merged,13/12/2008,0
Merged,14/12/2008,0
Merged,15/12/2008,0
Merged,16/12/2008,0
Merged,17/12/2008,0
Merged,18/12/2008,0
Merged,19/12/2008,0
Merged,20/12/2008,2
Merged,21/12/2008,0
Merged,22/12/2008,0
Merged,23/12/2008,1
Merged,24/12/2008,0
Merged,26/12/2008,2
Merged,28/12/2008,0
Merged,29/12/2008,0
Merged,31/12/2008,0
Merged,02/01/2009,0
Merged,03/01/2009,1
Merged,04/01/2009,0
Merged,05/01/2009,0
Merged,06/01/2009,0
Merged,07/01/2009,0
Merged,08/01/2009,0
Merged,09/01/2009,0
Merged,10/01/2009,0
Merged,11/01/2009,0
Merged,12/01/2009,0
Merged,13/01/2009,1
Merged,14/01/2009,3
Merged,15/01/2009,1
Merged,16/01/2009,5
Merged,17/01/2009,0
Merged,18/01/2009,0
Merged,19/01/2009,0
Merged,20/01/2009,1
Merged,21/01/2009,7
Merged,22/01/2009,0
Merged,23/01/2009,8
Merged,24/01/2009,0
Merged,26/01/2009,5
Merged,27/01/2009,0
Merged,28/01/2009,6
Merged,29/01/2009,1
Merged,30/01/2009,0
Merged,31/01/2009,2
Merged,01/02/2009,0
Merged,02/02/2009,5
Merged,03/02/2009,1
Merged,04/02/2009,1
Merged,05/02/2009,3
Merged,06/02/2009,2
Merged,07/02/2009,1
Merged,08/02/2009,3
Merged,09/02/2009,17
Merged,10/02/2009,5
Merged,11/02/2009,13
Merged,12/02/2009,3
Merged,13/02/2009,10
Merged,14/02/2009,0
Merged,15/02/2009,0
Merged,16/02/2009,0
Merged,17/02/2009,14
Merged,18/02/2009,27
Merged,19/02/2009,4
Merged,20/02/2009,2
Merged,21/02/2009,0
Merged,22/02/2009,0
Merged,23/02/2009,4
Merged,24/02/2009,2
Merged,25/02/2009,0
Merged,26/02/2009,1
Merged,27/02/2009,4
Merged,28/02/2009,1
Merged,01/03/2009,0
Merged,02/03/2009,9
Merged,03/03/2009,2
Merged,04/03/2009,4
Merged,05/03/2009,1
Merged,06/03/2009,2
Merged,07/03/2009,0
Merged,08/03/2009,0
Merged,09/03/2009,7
Merged,10/03/2009,0
Merged,11/03/2009,9
Merged,12/03/2009,0
Merged,13/03/2009,1
Merged,14/03/2009,3
Merged,15/03/2009,0
Merged,16/03/2009,4
Merged,17/03/2009,0
Merged,18/03/2009,119
Merged,19/03/2009,1
Merged,20/03/2009,7
Merged,21/03/2009,0
Merged,22/03/2009,0
Merged,23/03/2009,7
Merged,24/03/2009,7
Merged,25/03/2009,2
Merged,26/03/2009,0
Merged,27/03/2009,0
Merged,29/03/2009,0
Merged,30/03/2009,2
Merged,31/03/2009,7
Merged,01/04/2009,0
Merged,02/04/2009,0
Merged,03/04/2009,0
Merged,04/04/2009,0
Merged,05/04/2009,0
Merged,06/04/2009,3
Merged,07/04/2009,0
Merged,08/04/2009,1
Merged,09/04/2009,0
Merged,10/04/2009,0
Merged,11/04/2009,0
Merged,12/04/2009,0
Merged,13/04/2009,0
Merged,14/04/2009,0
Merged,15/04/2009,0
Merged,16/04/2009,0
Merged,17/04/2009,1
Merged,18/04/2009,0
Merged,19/04/2009,0
Merged,20/04/2009,0
Merged,21/04/2009,0
Merged,22/04/2009,1
Merged,23/04/2009,1
Merged,24/04/2009,0
Merged,27/04/2009,4
Merged,28/04/2009,3
Merged,29/04/2009,2
Merged,30/04/2009,4
Merged,01/05/2009,0
Merged,04/05/2009,0
Merged,05/05/2009,1
Merged,06/05/2009,3
Merged,07/05/2009,2
Merged,08/05/2009,4
Merged,09/05/2009,0
Merged,10/05/2009,0
Merged,11/05/2009,3
Merged,12/05/2009,1
Merged,13/05/2009,0
Merged,14/05/2009,2
Merged,15/05/2009,5
Merged,16/05/2009,0
Merged,18/05/2009,4
Merged,19/05/2009,1
Merged,20/05/2009,2
Merged,21/05/2009,2
Merged,22/05/2009,2
Merged,24/05/2009,0
Merged,26/05/2009,3
Merged,27/05/2009,7
Merged,28/05/2009,7
Merged,29/05/2009,10
Merged,30/05/2009,0
Merged,31/05/2009,2
Merged,01/06/2009,3
Merged,02/06/2009,4
Merged,03/06/2009,26
Merged,04/06/2009,10
Merged,05/06/2009,4
Merged,07/06/2009,7
Merged,08/06/2009,0
Merged,09/06/2009,8
Merged,10/06/2009,11
Merged,11/06/2009,7
Merged,12/06/2009,5
Merged,13/06/2009,0
Merged,14/06/2009,2
Merged,15/06/2009,2
Merged,16/06/2009,1
Merged,17/06/2009,1
Merged,18/06/2009,2
Merged,19/06/2009,0
Merged,20/06/2009,0
Merged,21/06/2009,0
Merged,22/06/2009,7
Merged,23/06/2009,5
Merged,24/06/2009,5
Merged,25/06/2009,1
Merged,26/06/2009,2
Merged,27/06/2009,1
Merged,28/06/2009,0
Merged,29/06/2009,4
Merged,30/06/2009,7
Merged,01/07/2009,2
Merged,02/07/2009,0
Merged,03/07/2009,0
Merged,04/07/2009,0
Merged,06/07/2009,1
Merged,07/07/2009,3
Merged,08/07/2009,3
Merged,09/07/2009,3
Merged,10/07/2009,1
Merged,12/07/2009,0
Merged,13/07/2009,3
Merged,14/07/2009,2
Merged,15/07/2009,1
Merged,16/07/2009,4
Merged,17/07/2009,3
Merged,18/07/2009,0
Merged,19/07/2009,0
Merged,20/07/2009,3
Merged,21/07/2009,4
Merged,22/07/2009,3
Merged,23/07/2009,0
Merged,24/07/2009,12
Merged,25/07/2009,1
Merged,26/07/2009,0
Merged,27/07/2009,6
Merged,28/07/2009,5
Merged,29/07/2009,4
Merged,30/07/2009,10
Merged,31/07/2009,0
Merged,02/08/2009,0
Merged,03/08/2009,4
Merged,04/08/2009,9
Merged,05/08/2009,16
Merged,06/08/2009,4
Merged,07/08/2009,14
Merged,08/08/2009,0
Merged,09/08/2009,0
Merged,10/08/2009,1
Merged,11/08/2009,4
Merged,12/08/2009,4
Merged,13/08/2009,7
Merged,14/08/2009,2
Merged,15/08/2009,1
Merged,16/08/2009,0
Merged,17/08/2009,28
Merged,18/08/2009,0
Merged,19/08/2009,0
Merged,20/08/2009,4
Merged,21/08/2009,17
Merged,22/08/2009,0
Merged,23/08/2009,0
Merged,24/08/2009,16
Merged,25/08/2009,8
Merged,26/08/2009,20
Merged,27/08/2009,6
Merged,28/08/2009,7
Merged,29/08/2009,0
Merged,30/08/2009,0
Merged,31/08/2009,48
Merged,01/09/2009,2
Merged,02/09/2009,11
Merged,03/09/2009,29
Merged,04/09/2009,3
Merged,05/09/2009,1
Merged,06/09/2009,0
Merged,07/09/2009,0
Merged,08/09/2009,2
Merged,09/09/2009,3
Merged,10/09/2009,30
Merged,11/09/2009,1
Merged,13/09/2009,0
Merged,14/09/2009,13
Merged,15/09/2009,21
Merged,16/09/2009,28
Merged,17/09/2009,13
Merged,18/09/2009,4
Merged,19/09/2009,0
Merged,20/09/2009,7
Merged,21/09/2009,1
Merged,22/09/2009,6
Merged,23/09/2009,33
Merged,24/09/2009,1
Merged,25/09/2009,1
Merged,27/09/2009,0
Merged,28/09/2009,3
Merged,29/09/2009,7
Merged,30/09/2009,18
Merged,01/10/2009,29
Merged,02/10/2009,9
Merged,03/10/2009,1
Merged,04/10/2009,1
Merged,05/10/2009,2
Merged,06/10/2009,0
Merged,07/10/2009,10
Merged,08/10/2009,21
Merged,09/10/2009,5
Merged,10/10/2009,0
Merged,11/10/2009,2
Merged,12/10/2009,10
Merged,13/10/2009,8
Merged,14/10/2009,25
Merged,15/10/2009,2
Merged,16/10/2009,10
Merged,18/10/2009,0
Merged,19/10/2009,0
Merged,20/10/2009,8
Merged,21/10/2009,38
Merged,22/10/2009,0
Merged,23/10/2009,3
Merged,24/10/2009,0
Merged,25/10/2009,0
Merged,26/10/2009,5
Merged,27/10/2009,2
Merged,28/10/2009,0
Merged,29/10/2009,25
Merged,30/10/2009,3
Merged,31/10/2009,1
Merged,01/11/2009,0
Merged,02/11/2009,5
Merged,03/11/2009,2
Merged,04/11/2009,27
Merged,05/11/2009,11
Merged,06/11/2009,1
Merged,07/11/2009,0
Merged,08/11/2009,7
Merged,09/11/2009,5
Merged,10/11/2009,1
Merged,11/11/2009,0
Merged,12/11/2009,28
Merged,13/11/2009,2
Merged,15/11/2009,4
Merged,16/11/2009,6
Merged,17/11/2009,0
Merged,18/11/2009,5
Merged,19/11/2009,0
Merged,20/11/2009,1
Merged,21/11/2009,0
Merged,22/11/2009,0
Merged,23/11/2009,1
Merged,24/11/2009,0
Merged,25/11/2009,2
Merged,26/11/2009,0
Merged,27/11/2009,1
Merged,30/11/2009,1
Merged,01/12/2009,0
Merged,02/12/2009,1
Merged,03/12/2009,1
Merged,04/12/2009,71
Merged,07/12/2009,1
Merged,08/12/2009,4
Merged,09/12/2009,3
Merged,10/12/2009,25
Merged,11/12/2009,3
Merged,13/12/2009,0
Merged,14/12/2009,3
Merged,15/12/2009,21
Merged,16/12/2009,0
Merged,17/12/2009,1
Merged,18/12/2009,0
Merged,19/12/2009,3
Merged,20/12/2009,0
Merged,21/12/2009,24
Merged,22/12/2009,1
Merged,23/12/2009,4
Merged,25/12/2009,0
Merged,26/12/2009,0
Merged,27/12/2009,0
Merged,28/12/2009,0
Merged,29/12/2009,0
Merged,30/12/2009,2
Merged,01/01/2010,0
Merged,02/01/2010,0
Merged,04/01/2010,0
Merged,05/01/2010,0
Merged,06/01/2010,1
Merged,07/01/2010,1
Merged,08/01/2010,2
Merged,09/01/2010,0
Merged,11/01/2010,0
Merged,12/01/2010,2
Merged,13/01/2010,1
Merged,14/01/2010,3
Merged,15/01/2010,0
Merged,16/01/2010,0
Merged,17/01/2010,0
Merged,18/01/2010,2
Merged,19/01/2010,3
Merged,20/01/2010,0
Merged,21/01/2010,4
Merged,22/01/2010,1
Merged,23/01/2010,0
Merged,24/01/2010,1
Merged,25/01/2010,0
Merged,26/01/2010,0
Merged,27/01/2010,0
Merged,28/01/2010,5
Merged,29/01/2010,0
Merged,30/01/2010,0
Merged,31/01/2010,0
Merged,01/02/2010,0
Merged,02/02/2010,8
Merged,03/02/2010,0
Merged,04/02/2010,1
Merged,05/02/2010,2
Merged,06/02/2010,0
Merged,07/02/2010,0
Merged,08/02/2010,0
Merged,09/02/2010,0
Merged,10/02/2010,1
Merged,11/02/2010,0
Merged,12/02/2010,0
Merged,13/02/2010,0
Merged,14/02/2010,0
Merged,15/02/2010,5
Merged,16/02/2010,3
Merged,17/02/2010,17
Merged,18/02/2010,8
Merged,19/02/2010,5
Merged,20/02/2010,2
Merged,21/02/2010,1
Merged,22/02/2010,2
Merged,23/02/2010,14
Merged,24/02/2010,13
Merged,25/02/2010,18
Merged,26/02/2010,2
Merged,27/02/2010,1
Merged,01/03/2010,9
Merged,02/03/2010,22
Merged,03/03/2010,4
Merged,04/03/2010,3
Merged,05/03/2010,3
Merged,06/03/2010,0
Merged,07/03/2010,0
Merged,08/03/2010,13
Merged,09/03/2010,6
Merged,10/03/2010,8
Merged,11/03/2010,5
Merged,12/03/2010,4
Merged,13/03/2010,0
Merged,14/03/2010,0
Merged,15/03/2010,0
Merged,16/03/2010,5
Merged,17/03/2010,19
Merged,18/03/2010,4
Merged,19/03/2010,6
Merged,22/03/2010,14
Merged,23/03/2010,5
Merged,24/03/2010,7
Merged,25/03/2010,10
Merged,26/03/2010,6
Merged,27/03/2010,1
Merged,28/03/2010,1
Merged,29/03/2010,13
Merged,30/03/2010,8
Merged,31/03/2010,5
Merged,01/04/2010,2
Merged,02/04/2010,2
Merged,03/04/2010,1
Merged,04/04/2010,0
Merged,05/04/2010,5
Merged,06/04/2010,11
Merged,07/04/2010,13
Merged,08/04/2010,17
Merged,09/04/2010,8
Merged,10/04/2010,0
Merged,11/04/2010,1
Merged,12/04/2010,10
Merged,13/04/2010,0
Merged,14/04/2010,5
Merged,15/04/2010,2
Merged,16/04/2010,2
Merged,17/04/2010,4
Merged,18/04/2010,0
Merged,19/04/2010,8
Merged,20/04/2010,6
Merged,21/04/2010,5
Merged,22/04/2010,5
Merged,23/04/2010,9
Merged,24/04/2010,3
Merged,25/04/2010,0
Merged,26/04/2010,7
Merged,27/04/2010,8
Merged,28/04/2010,25
Merged,29/04/2010,28
Merged,30/04/2010,3
Merged,01/05/2010,2
Merged,02/05/2010,0
Merged,03/05/2010,19
Merged,04/05/2010,17
Merged,05/05/2010,26
Merged,06/05/2010,8
Merged,07/05/2010,14
Merged,09/05/2010,0
Merged,10/05/2010,17
Merged,11/05/2010,39
Merged,12/05/2010,10
Merged,13/05/2010,13
Merged,14/05/2010,21
Merged,15/05/2010,1
Merged,16/05/2010,1
Merged,17/05/2010,17
Merged,18/05/2010,23
Merged,19/05/2010,9
Merged,20/05/2010,8
Merged,21/05/2010,1
Merged,22/05/2010,0
Merged,23/05/2010,0
Merged,24/05/2010,7
Merged,25/05/2010,5
Merged,26/05/2010,4
Merged,27/05/2010,2
Merged,28/05/2010,7
Merged,29/05/2010,1
Merged,30/05/2010,0
Merged,31/05/2010,1
Merged,01/06/2010,8
Merged,02/06/2010,6
Merged,03/06/2010,8
Merged,04/06/2010,7
Merged,05/06/2010,3
Merged,06/06/2010,0
Merged,07/06/2010,9
Merged,08/06/2010,22
Merged,09/06/2010,14
Merged,10/06/2010,13
Merged,11/06/2010,13
Merged,12/06/2010,0
Merged,13/06/2010,0
Merged,14/06/2010,27
Merged,15/06/2010,42
Merged,16/06/2010,9
Merged,17/06/2010,1
Merged,18/06/2010,3
Merged,19/06/2010,0
Merged,20/06/2010,0
Merged,21/06/2010,7
Merged,22/06/2010,16
Merged,23/06/2010,6
Merged,24/06/2010,5
Merged,25/06/2010,12
Merged,26/06/2010,1
Merged,27/06/2010,1
Merged,28/06/2010,10
Merged,29/06/2010,10
Merged,30/06/2010,3
Merged,01/07/2010,17
Merged,02/07/2010,20
Merged,03/07/2010,0
Merged,04/07/2010,0
Merged,05/07/2010,0
Merged,06/07/2010,0
Merged,07/07/2010,9
Merged,08/07/2010,23
Merged,09/07/2010,22
Merged,10/07/2010,0
Merged,11/07/2010,0
Merged,12/07/2010,14
Merged,13/07/2010,23
Merged,14/07/2010,10
Merged,15/07/2010,33
Merged,16/07/2010,19
Merged,17/07/2010,0
Merged,18/07/2010,0
Merged,19/07/2010,18
Merged,20/07/2010,5
Merged,21/07/2010,13
Merged,22/07/2010,24
Merged,23/07/2010,22
Merged,24/07/2010,2
Merged,25/07/2010,0
Merged,26/07/2010,13
Merged,27/07/2010,17
Merged,28/07/2010,19
Merged,29/07/2010,25
Merged,30/07/2010,34
Merged,31/07/2010,0
Merged,01/08/2010,0
Merged,02/08/2010,3
Merged,03/08/2010,8
Merged,04/08/2010,1
Merged,05/08/2010,12
Merged,06/08/2010,19
Merged,07/08/2010,0
Merged,08/08/2010,0
Merged,09/08/2010,4
Merged,10/08/2010,12
Merged,11/08/2010,15
Merged,12/08/2010,10
Merged,13/08/2010,7
Merged,15/08/2010,1
Merged,16/08/2010,18
Merged,17/08/2010,14
Merged,18/08/2010,13
Merged,19/08/2010,16
Merged,20/08/2010,22
Merged,21/08/2010,5
Merged,22/08/2010,0
Merged,23/08/2010,50
Merged,24/08/2010,28
Merged,25/08/2010,12
Merged,26/08/2010,7
Merged,27/08/2010,26
Merged,28/08/2010,4
Merged,29/08/2010,0
Merged,30/08/2010,21
Merged,31/08/2010,27
Merged,01/09/2010,19
Merged,02/09/2010,14
Merged,03/09/2010,17
Merged,04/09/2010,0
Merged,05/09/2010,1
Merged,06/09/2010,0
Merged,07/09/2010,25
Merged,08/09/2010,17
Merged,09/09/2010,16
Merged,10/09/2010,23
Merged,11/09/2010,2
Merged,12/09/2010,39
Merged,13/09/2010,21
Merged,14/09/2010,8
Merged,15/09/2010,5
Merged,16/09/2010,7
Merged,17/09/2010,10
Merged,18/09/2010,0
Merged,19/09/2010,0
Merged,20/09/2010,5
Merged,21/09/2010,3
Merged,22/09/2010,5
Merged,23/09/2010,4
Merged,24/09/2010,11
Merged,25/09/2010,0
Merged,26/09/2010,18
Merged,27/09/2010,7
Merged,28/09/2010,8
Merged,29/09/2010,15
Merged,30/09/2010,14
Merged,01/10/2010,5
Merged,02/10/2010,0
Merged,03/10/2010,0
Merged,04/10/2010,16
Merged,05/10/2010,3
Merged,06/10/2010,7
Merged,07/10/2010,22
Merged,08/10/2010,36
Merged,09/10/2010,0
Merged,10/10/2010,20
Merged,11/10/2010,21
Merged,12/10/2010,30
Merged,13/10/2010,21
Merged,14/10/2010,18
Merged,15/10/2010,12
Merged,16/10/2010,3
Merged,17/10/2010,0
Merged,18/10/2010,22
Merged,19/10/2010,22
Merged,20/10/2010,33
Merged,21/10/2010,7
Merged,22/10/2010,8
Merged,23/10/2010,0
Merged,24/10/2010,1
Merged,25/10/2010,43
Merged,26/10/2010,20
Merged,27/10/2010,18
Merged,28/10/2010,11
Merged,29/10/2010,11
Merged,30/10/2010,0
Merged,31/10/2010,1
Merged,01/11/2010,9
Merged,02/11/2010,16
Merged,03/11/2010,20
Merged,04/11/2010,23
Merged,05/11/2010,14
Merged,06/11/2010,0
Merged,07/11/2010,5
Merged,08/11/2010,8
Merged,09/11/2010,17
Merged,10/11/2010,16
Merged,11/11/2010,14
Merged,12/11/2010,6
Merged,13/11/2010,0
Merged,14/11/2010,0
Merged,15/11/2010,13
Merged,16/11/2010,6
Merged,17/11/2010,25
Merged,18/11/2010,13
Merged,19/11/2010,27
Merged,20/11/2010,0
Merged,21/11/2010,0
Merged,22/11/2010,20
Merged,23/11/2010,21
Merged,24/11/2010,19
Merged,25/11/2010,1
Merged,26/11/2010,1
Merged,27/11/2010,0
Merged,28/11/2010,2
Merged,29/11/2010,22
Merged,30/11/2010,15
Merged,01/12/2010,19
Merged,02/12/2010,21
Merged,03/12/2010,10
Merged,04/12/2010,0
Merged,05/12/2010,4
Merged,06/12/2010,30
Merged,07/12/2010,18
Merged,08/12/2010,18
Merged,09/12/2010,11
Merged,10/12/2010,7
Merged,11/12/2010,3
Merged,12/12/2010,0
Merged,13/12/2010,12
Merged,14/12/2010,16
Merged,15/12/2010,13
Merged,16/12/2010,4
Merged,17/12/2010,12
Merged,18/12/2010,0
Merged,19/12/2010,0
Merged,20/12/2010,6
Merged,21/12/2010,15
Merged,22/12/2010,6
Merged,23/12/2010,7
Merged,24/12/2010,1
Merged,25/12/2010,0
Merged,26/12/2010,0
Merged,27/12/2010,0
Merged,28/12/2010,20
Merged,29/12/2010,17
Merged,30/12/2010,0
Merged,31/12/2010,2
Merged,01/01/2011,0
Merged,02/01/2011,14
Merged,03/01/2011,9
Merged,04/01/2011,10
Merged,05/01/2011,3
Merged,06/01/2011,24
Merged,07/01/2011,32
Merged,08/01/2011,2
Merged,09/01/2011,6
Merged,10/01/2011,35
Merged,11/01/2011,29
Merged,12/01/2011,18
Merged,13/01/2011,14
Merged,14/01/2011,17
Merged,15/01/2011,2
Merged,16/01/2011,11
Merged,17/01/2011,13
Merged,18/01/2011,26
Merged,19/01/2011,15
Merged,20/01/2011,18
Merged,21/01/2011,9
Merged,22/01/2011,3
Merged,23/01/2011,1
Merged,24/01/2011,12
Merged,25/01/2011,29
Merged,26/01/2011,8
Merged,27/01/2011,14
Merged,28/01/2011,13
Merged,29/01/2011,6
Merged,30/01/2011,11
Merged,31/01/2011,13
Merged,01/02/2011,17
Merged,02/02/2011,25
Merged,03/02/2011,17
Merged,04/02/2011,27
Merged,05/02/2011,0
Merged,06/02/2011,8
Merged,07/02/2011,17
Merged,08/02/2011,14
Merged,09/02/2011,23
Merged,10/02/2011,18
Merged,11/02/2011,20
Merged,12/02/2011,4
Merged,13/02/2011,1
Merged,14/02/2011,13
Merged,15/02/2011,14
Merged,16/02/2011,14
Merged,17/02/2011,7
Merged,18/02/2011,6
Merged,19/02/2011,2
Merged,20/02/2011,1
Merged,21/02/2011,2
Merged,22/02/2011,35
Merged,23/02/2011,22
Merged,24/02/2011,17
Merged,25/02/2011,9
Merged,26/02/2011,0
Merged,27/02/2011,0
Merged,28/02/2011,28
Merged,01/03/2011,36
Merged,02/03/2011,10
Merged,03/03/2011,6
Merged,04/03/2011,20
Merged,05/03/2011,1
Merged,06/03/2011,0
Merged,07/03/2011,4
Merged,08/03/2011,5
Merged,09/03/2011,16
Merged,10/03/2011,17
Merged,11/03/2011,16
Merged,12/03/2011,1
Merged,13/03/2011,1
Merged,14/03/2011,10
Merged,15/03/2011,21
Merged,16/03/2011,10
Merged,17/03/2011,14
Merged,18/03/2011,19
Merged,19/03/2011,0
Merged,20/03/2011,0
Merged,21/03/2011,23
Merged,22/03/2011,14
Merged,23/03/2011,17
Merged,24/03/2011,10
Merged,25/03/2011,8
Merged,26/03/2011,0
Merged,27/03/2011,0
Merged,28/03/2011,18
Merged,29/03/2011,8
Merged,30/03/2011,5
Merged,31/03/2011,11
Merged,01/04/2011,5
Merged,03/04/2011,0
Merged,04/04/2011,19
Merged,05/04/2011,14
Merged,06/04/2011,8
Merged,07/04/2011,27
Merged,08/04/2011,8
Merged,09/04/2011,0
Merged,10/04/2011,0
Merged,11/04/2011,20
Merged,12/04/2011,7
Merged,13/04/2011,7
Merged,14/04/2011,11
Merged,15/04/2011,19
Merged,16/04/2011,8
Merged,17/04/2011,0
Merged,18/04/2011,6
Merged,19/04/2011,6
Merged,20/04/2011,8
Merged,21/04/2011,4
Merged,22/04/2011,2
Merged,23/04/2011,0
Merged,24/04/2011,0
Merged,25/04/2011,7
Merged,26/04/2011,10
Merged,27/04/2011,19
Merged,28/04/2011,21
Merged,29/04/2011,24
Merged,30/04/2011,0
Merged,01/05/2011,7
Merged,02/05/2011,19
Merged,03/05/2011,41
Merged,04/05/2011,19
Merged,05/05/2011,8
Merged,06/05/2011,5
Merged,07/05/2011,0
Merged,08/05/2011,0
Merged,09/05/2011,7
Merged,10/05/2011,5
Merged,11/05/2011,7
Merged,12/05/2011,22
Merged,13/05/2011,13
Merged,14/05/2011,4
Merged,15/05/2011,0
Merged,16/05/2011,9
Merged,17/05/2011,23
Merged,18/05/2011,25
Merged,19/05/2011,19
Merged,20/05/2011,21
Merged,21/05/2011,0
Merged,22/05/2011,1
Merged,23/05/2011,14
Merged,24/05/2011,20
Merged,25/05/2011,17
Merged,26/05/2011,12
Merged,27/05/2011,26
Merged,28/05/2011,0
Merged,29/05/2011,0
Merged,30/05/2011,1
Merged,31/05/2011,14
Merged,01/06/2011,15
Merged,02/06/2011,19
Merged,03/06/2011,30
Merged,04/06/2011,0
Merged,05/06/2011,1
Merged,06/06/2011,25
Merged,07/06/2011,14
Merged,08/06/2011,16
Merged,09/06/2011,23
Merged,10/06/2011,26
Merged,11/06/2011,0
Merged,12/06/2011,1
Merged,13/06/2011,24
Merged,14/06/2011,24
Merged,15/06/2011,8
Merged,16/06/2011,27
Merged,17/06/2011,24
Merged,18/06/2011,7
Merged,19/06/2011,0
Merged,20/06/2011,26
Merged,21/06/2011,27
Merged,22/06/2011,21
Merged,23/06/2011,23
Merged,24/06/2011,17
Merged,25/06/2011,0
Merged,26/06/2011,0
Merged,27/06/2011,19
Merged,28/06/2011,20
Merged,29/06/2011,14
Merged,30/06/2011,21
Merged,01/07/2011,23
Merged,02/07/2011,0
Merged,03/07/2011,37
Merged,04/07/2011,1
Merged,05/07/2011,9
Merged,06/07/2011,2
Merged,11/01/2012,0
Merged,12/01/2012,3
Merged,13/01/2012,3
Merged,14/01/2012,0
Merged,15/01/2012,0
Merged,16/01/2012,0
Merged,17/01/2012,3
Merged,18/01/2012,15
Merged,19/01/2012,9
Merged,20/01/2012,4
Merged,21/01/2012,0
Merged,22/01/2012,0
Merged,23/01/2012,0
Merged,24/01/2012,10
Merged,25/01/2012,3
Merged,26/01/2012,0
Merged,27/01/2012,7
Merged,28/01/2012,0
Abandon,21/10/2008,0
Abandon,22/10/2008,0
Abandon,23/10/2008,0
Abandon,24/10/2008,0
Abandon,25/10/2008,2
Abandon,26/10/2008,0
Abandon,27/10/2008,0
Abandon,28/10/2008,0
Abandon,29/10/2008,1
Abandon,30/10/2008,0
Abandon,31/10/2008,3
Abandon,01/11/2008,3
Abandon,02/11/2008,0
Abandon,03/11/2008,2
Abandon,04/11/2008,3
